YBL067C	YOL087C
YBR247C	YJR002W
YBL004W	YCL059C
YJL109C	YCL059C
YOR310C	YCL059C
YLR186W	YCL059C
YCL059C	YLR222C
YCL059C	YPR144C
YCL059C	YJL069C
YCL059C	YDR339C
YCL059C	YER082C
YCL059C	YJR002W
YCL059C	YDL148C
YCL059C	YCR057C
YCL059C	YML093W
YBL004W	YBR247C
YBR247C	YPR144C
YBR077C	YKR007W
YBR247C	YOR145C
YBR247C	YLR186W
YBR247C	YLR129W
YBR247C	YCR057C
YBR247C	YDR449C
YBR247C	YDL148C
YDR404C	YJL140W
YDR450W	YKR057W
YKR057W	YML026C
YMR022W	YMR264W
YDL126C	YBR201W
YDL126C	YML013W
YBR201W	YLR207W
YBR201W	YML029W
YBR201W	YOL013C
YLR207W	YML029W
YML029W	YOL013C
YDL126C	YBR170C
YLR207W	YDR057W
YDL126C	YIL030C
YLR207W	YOL013C
YGL105W	YGL245W
YGR264C	YGL245W
YBR154C	YOR116C
YBR154C	YOR207C
YBR154C	YKL144C
YBR154C	YDR045C
YPR110C	YKL144C
YPR110C	YNR003C
YPR110C	YOR116C
YPR110C	YOR207C
YPR187W	YKL144C
YPR187W	YOR116C
YPR187W	YOR207C
YOR116C	YKL144C
YOR116C	YKR025W
YOR116C	YNL113W
YOR116C	YNR003C
YOR116C	YPR190C
YOR116C	YOR207C
YOR116C	YOR224C
YOR116C	YDL150W
YOR116C	YDR045C
YOR116C	YJL011C
YNL113W	YNR003C
YNL113W	YOR207C
YNL113W	YKL144C
YOR224C	YKL144C
YOR224C	YOR207C
YOR207C	YDL150W
YOR207C	YDR045C
YOR207C	YKL144C
YOR207C	YKR025W
YOR207C	YNR003C
YOR207C	YPR190C
YOR207C	YOR210W
YOR207C	YHR143W-A
YOR207C	YJL011C
YKL144C	YNR003C
YKL144C	YOR210W
YDL150W	YKR025W
YDL150W	YPR190C
YKR025W	YPR190C
YKR025W	YNR003C
YDR045C	YNR003C
YNR003C	YPR190C
YHR085W	YNL182C
YBR087W	YOR144C
YOL094C	YOR144C
YJR068W	YOR144C
YNL290W	YOR144C
YLR075W	YHR170W
YBR087W	YMR078C
YOL127W	YDR418W
YOL127W	YLR075W
YOL127W	YLR340W
YOL127W	YPL131W
YOL127W	YOR063W
YOL127W	YLR448W
YOR063W	YDR418W
YOR063W	YLR075W
YOR063W	YLR340W
YOR063W	YPL131W
YOR063W	YLR448W
YLR340W	YLR075W
YLR340W	YPL131W
YLR340W	YDR418W
YPL131W	YGR085C
YPL131W	YLR075W
YPL131W	YPR102C
YPL131W	YLR448W
YLR075W	YLR448W
YBL021C	YGL237C
YBL021C	YOR358W
YGL237C	YOR358W
YDR121W	YJL065C
YEL056W	YPL001W
YIL132C	YDR078C
YLR376C	YDR078C
YDR078C	YHL006C
YIL132C	YLR376C
YLR376C	YHL006C
YGL105W	YGR264C
YPL232W	YDR164C
YDR164C	YMR183C
YLR026C	YLR078C
YDR468C	YMR197C
YLR093C	YOR106W
YPR187W	YML010W
YBR154C	YJR063W
YPR110C	YJR063W
YPR187W	YJR063W
YNL113W	YJR063W
YOR224C	YJR063W
YOR210W	YJR063W
YHR143W-A	YJR063W
YBR154C	YPR110C
YBR154C	YOR341W
YBR154C	YNL113W
YBR154C	YPR010C
YPR110C	YNL113W
YPR110C	YOR210W
YPR110C	YOR224C
YPR110C	YOR341W
YPR110C	YPR010C
YPR110C	YPR187W
YPR110C	YOR340C
YOR341W	YNL113W
YOR341W	YOR210W
YOR341W	YOR224C
YOR341W	YPR187W
YOR341W	YHR143W-A
YNL113W	YOR224C
YNL113W	YPR010C
YNL113W	YOR210W
YOR224C	YPR010C
YOR210W	YPR010C
YHR143W-A	YPR010C
YBR154C	YPR187W
YBR154C	YOR224C
YBR154C	YOR210W
YPR187W	YHR143W-A
YPR187W	YOR210W
YPR187W	YOR224C
YOR224C	YOR210W
YOR210W	YHR143W-A
YPR144C	YOR078W
YER082C	YOR078W
YLR175W	YIL104C
YEL002C	YMR149W
YEL002C	YGL022W
YEL002C	YOR103C
YEL002C	YJL002C
YEL002C	YOR085W
YMR149W	YJL002C
YMR149W	YGL022W
YMR149W	YOR085W
YMR149W	YOR103C
YGL022W	YOR085W
YGL022W	YJL002C
YOR103C	YJL002C
YOR103C	YOR085W
YOR085W	YDL232W
YDR392W	YDR145W
YDR392W	YDR167W
YDR392W	YMR236W
YIL033C	YPL203W
YIL033C	YJL164C
YIL033C	YKL166C
YBL004W	YOL010W
YPR144C	YOL010W
YCR057C	YOL010W
YDL148C	YOL010W
YBL004W	YOR310C
YBL004W	YDR339C
YBL004W	YER082C
YBL004W	YCR057C
YBL004W	YMR229C
YJL109C	YJL069C
YJL109C	YOR310C
YOR310C	YJL069C
YOR310C	YPR144C
YOR310C	YDR339C
YOR310C	YLR186W
YLR129W	YJR002W
YLR129W	YPR144C
YLR129W	YER082C
YLR186W	YJL069C
YLR186W	YPR144C
YLR222C	YJR002W
YLR222C	YPR144C
YLR222C	YER082C
YPR144C	YER082C
YPR144C	YJL069C
YPR144C	YJR002W
YPR144C	YML093W
YPR144C	YMR229C
YPR144C	YCR057C
YPR144C	YKL099C
YCR057C	YKL099C
YCR057C	YDL153C
YCR057C	YER082C
YCR057C	YJR002W
YDR449C	YER082C
YDR449C	YDL153C
YDL148C	YKL099C
YDL148C	YJL069C
YDL148C	YDR339C
YDL148C	YDL153C
YKL099C	YJL069C
YKL099C	YML093W
YKL099C	YMR229C
YKL099C	YDL153C
YKL099C	YDR339C
YKL099C	YJR002W
YMR229C	YER082C
YJL069C	YML093W
YJL069C	YJR002W
YJL069C	YDL153C
YDL153C	YER082C
YDL153C	YDR339C
YML093W	YER082C
YBL004W	YJL109C
YBL004W	YPR144C
YBL004W	YDL148C
YLR222C	YJL069C
YCR057C	YJL069C
YDR449C	YJL069C
YPR144C	YDL148C
YDL145C	YFR051C
YDL145C	YGL137W
YDL145C	YDR238C
YDL145C	YPL010W
YFR051C	YDR238C
YFR051C	YGL137W
YFR051C	YNL287W
YGL137W	YDR238C
YGL137W	YPL010W
YDR238C	YPL010W
YPL010W	YNL287W
YBL105C	YPR165W
YFR019W	YNL325C
YJL109C	YMR229C
YLR186W	YDL148C
YLR186W	YCR057C
YLR186W	YDR449C
YCR057C	YMR229C
YDL148C	YMR229C
YDR189W	YLR026C
YJL109C	YCR057C
YJL109C	YLR222C
YCR057C	YDL148C
YLR129W	YDR449C
YLR129W	YCR057C
YLR129W	YLR222C
YLR222C	YCR057C
YLR222C	YDR449C
YCR057C	YDR449C
YBR143C	YDR172W
YDL207W	YOR046C
YLR075W	YDR418W
YFR051C	YPL010W
YOR065W	YGL187C
YOR065W	YHR051W
YEL024W	YHR051W
YDR529C	YHR051W
YHR051W	YJL166W
YHR051W	YFR033C
YHR051W	YPR191W
YHR051W	YGR183C
YCR086W	YER106W
YER106W	YPL204W
YER133W	YKL193C
YHR165C	YDR243C
YAL033W	YLR145W
YGR200C	YLR384C
YGR200C	YPL086C
YLR384C	YPL086C
YPL086C	YPL101W
YPL101W	YHR187W
YDL047W	YJL098W
YOR181W	YLR229C
YFL039C	YDR129C
YDR443C	YPL042C
YML069W	YER164W
YDR022C	YPR185W
YPL166W	YPR185W
YBL078C	YHR171W
YDR022C	YLR423C
YDR022C	YPL166W
YGL180W	YPR185W
YLR288C	YPL194W
YDR217C	YJL090C
YLR288C	YOR368W
YGL244W	YOL145C
YOL145C	YOR123C
YER016W	YLR045C
YER018C	YOL069W
YER018C	YIL144W
YER018C	YMR117C
YOL069W	YIL144W
YDR443C	YNL025C
YDL007W	YDR427W
YDR427W	YFR052W
YHR012W	YOR069W
YHR012W	YJL053W
YHR012W	YJL154C
YDL007W	YFR052W
YJL154C	YOR357C
YOR069W	YOR132W
YER133W	YFR003C
YLR234W	YMR190C
YNR046W	YML014W
YNR046W	YOL124C
YDL201W	YDR165W
YJL125C	YNL062C
YOR212W	YER020W
YER126C	YKR081C
YGR285C	YHR064C
YLR259C	YOR020C
YJR123W	YBR189W
YJR123W	YGR118W
YJR123W	YPR132W
YGL123W	YPR132W
YGL123W	YGR118W
YBR189W	YPR132W
YBR189W	YGR118W
YGL116W	YJL030W
YGL116W	YOR026W
YMR288W	YBR237W
YDL043C	YNL138W-A
YDL043C	YPR094W
YMR288W	YNL138W-A
YMR288W	YPR094W
YML049C	YPR094W
YML049C	YNL138W-A
YMR240C	YNL138W-A
YMR240C	YPR094W
YNL138W-A	YPR094W
YER111C	YLR182W
YHR165C	YMR240C
YDL043C	YML049C
YDL043C	YMR288W
YMR288W	YML049C
YMR288W	YMR240C
YMR288W	YIR005W
YML049C	YMR240C
YDL043C	YMR240C
YHR165C	YML049C
YDL047W	YMR028W
YMR236W	YML015C
YDR145W	YMR005W
YDR145W	YER148W
YDR167W	YML114C
YGL112C	YML098W
YGL112C	YML015C
YBR198C	YMR005W
YER148W	YGR274C
YER148W	YPL129W
YER148W	YMR227C
YML098W	YML015C
YML015C	YMR227C
YGR274C	YCR042C
YMR227C	YCR042C
YGR274C	YMR227C
YMR236W	YMR227C
YDR145W	YGL112C
YDR145W	YDR167W
YDR167W	YGL112C
YDR167W	YBR198C
YGL112C	YBR198C
YMR236W	YDR145W
YDR145W	YBR198C
YDL047W	YKR028W
YKL182W	YPL231W
YMR236W	YGL112C
YLR167W	YBR048W
YLR167W	YCR031C
YLR167W	YDR025W
YLR167W	YDR447C
YLR167W	YGR214W
YLR167W	YJL191W
YLR167W	YKL156W
YLR167W	YLR048W
YLR167W	YML024W
YBR048W	YCR031C
YBR048W	YLR048W
YBR048W	YDR447C
YBR048W	YML024W
YBR048W	YKL156W
YBR048W	YJL191W
YBR048W	YGR214W
YDR025W	YCR031C
YDR025W	YKL156W
YDR025W	YJL191W
YDR025W	YGR214W
YDR025W	YLR048W
YDR025W	YML024W
YDR025W	YDR447C
YCR031C	YDR447C
YCR031C	YHR021C
YCR031C	YML024W
YCR031C	YLR048W
YCR031C	YGR214W
YCR031C	YKL156W
YDR447C	YLR048W
YDR447C	YGR214W
YDR447C	YJL191W
YDR447C	YKL156W
YML024W	YGR214W
YML024W	YJL191W
YML024W	YKL156W
YML024W	YLR048W
YLR048W	YJL191W
YLR048W	YKL156W
YJL191W	YGR214W
YJL191W	YHR021C
YJL191W	YKL156W
YGR214W	YKL156W
YBR275C	YNL216W
YHR172W	YLR212C
YHR172W	YNL126W
YLR212C	YNL126W
YLR430W	YPL190C
YLR115W	YOR179C
YIL021W	YOL005C
YBR234C	YNR035C
YBR234C	YLR370C
YBR234C	YKL013C
YBR234C	YIL062C
YNR035C	YDL029W
YNR035C	YJR065C
YNR035C	YLR370C
YJR065C	YIL062C
YJR065C	YKL013C
YJR065C	YLR370C
YLR370C	YIL062C
YLR370C	YKL013C
YDL029W	YIL062C
YDL029W	YKL013C
YJR065C	YFL039C
YNR035C	YKL013C
YDL065C	YGL153W
YDL065C	YLR191W
YDL084W	YNL139C
YDL084W	YDR381W
YDR159W	YOL072W
YKL144C	YJL011C
YGR047C	YGR246C
YBR123C	YGR047C
YBR123C	YOR110W
YDR362C	YPL007C
YML010W	YGR063C
YFR002W	YJL039C
YLR347C	YNL189W
YDL116W	YLR208W
YJR042W	YLR208W
YGL092W	YLR208W
YGL100W	YLR208W
YLR208W	YKR082W
YLR208W	YKL057C
YAL032C	YER172C
YAL032C	YKL173W
YKL173W	YDR364C
YKL173W	YJR050W
YDR364C	YKL095W
YDR364C	YNR011C
YKR086W	YLL036C
YOL133W	YGR003W
YOL133W	YPL046C
YKR086W	YER172C
YER172C	YNR011C
YPL046C	YNL230C
YDR416W	YDR364C
YDR265W	YMR026C
YDR265W	YJL210W
YDR328C	YGR003W
YAL032C	YKL095W
YAL032C	YDR416W
YKR086W	YDR416W
YDR416W	YJR050W
YDR211W	YLR291C
YDR211W	YGR083C
YDR211W	YOR260W
YDR211W	YKR026C
YLR291C	YKR026C
YLR291C	YOR260W
YLR291C	YGR083C
YGR083C	YOR260W
YGR083C	YKR026C
YOR260W	YKR026C
Q0250	YHR051W
Q0250	YLR395C
YGL187C	YHR051W
YGL187C	YLR395C
YHR051W	YNL052W
YHR051W	YLR395C
YHR051W	YIL111W
YMR235C	YDR002W
YDR002W	YLR293C
YLR293C	YGR218W
YHR085W	YHR197W
YPR016C	YNR053C
YPL093W	YNR053C
YPR016C	YPL093W
YPR016C	YBR267W
YHR170W	YBR267W
YPR016C	YHR170W
YDR159W	YPL169C
YJR006W	YPL167C
YGL094C	YKL025C
YKL002W	YDR486C
YLR025W	YDR486C
YPL120W	YLR360W
YCL008C	YNR006W
YBR097W	YPL120W
YAL002W	YPL045W
YNR006W	YHL002W
YBL016W	YDL159W
YDR477W	YGL208W
YEL024W	YOR065W
YDR529C	YOR065W
YOR065W	YFR033C
YOR065W	YGR183C
YOR065W	YJL166W
YOR065W	YPR191W
YBR221C	YGR193C
YNL071W	YFL018C
YBR221C	YNL071W
Q0105	YOR065W
YAR003W	YDR469W
YAR003W	YPL138C
YAR003W	YBR175W
YAR003W	YHR119W
YAR003W	YLR015W
YAR003W	YKL018W
YDR469W	YLR015W
YDR469W	YHR119W
YDR469W	YPL138C
YDR469W	YBR175W
YPL138C	YHR119W
YPL138C	YLR015W
YBR175W	YLR015W
YBR175W	YHR119W
YBR175W	YKL018W
YHR119W	YLR015W
YHR119W	YKL018W
YBR221C	YER178W
YGL207W	YML069W
YEL024W	YGL187C
YEL024W	YGL191W
YDR529C	YGL187C
Q0250	YPR191W
YGL187C	YJL166W
YGL187C	YPR191W
YJL166W	YGL191W
YPR191W	YGL191W
Q0250	YGL187C
Q0250	Q0275
Q0250	Q0045
YGL187C	YGL191W
Q0105	YEL024W
Q0105	YDR529C
Q0105	YJL166W
Q0105	YFR033C
YEL024W	YBL045C
YEL024W	YDR529C
YEL024W	YFR033C
YEL024W	YJL166W
YEL024W	YGR183C
YEL024W	YPR191W
YDR529C	YBL045C
YDR529C	YJL166W
YDR529C	YPR191W
YDR529C	YGR183C
YDR529C	YFR033C
YBL045C	YJL166W
YBL045C	YFR033C
YBL045C	YPR191W
YBL045C	YGR183C
YJL166W	YFR033C
YJL166W	YGR183C
YJL166W	YPR191W
YFR033C	YGR183C
YFR033C	YPR191W
YPR191W	YGR183C
YNR052C	YIL038C
YCR093W	YER068W
YCR093W	YDL165W
YCR093W	YIL038C
YCR093W	YPR072W
YDL132W	YOL133W
YDL132W	YDR054C
YDR328C	YOL133W
YDR328C	YFL009W
YDL165W	YPR072W
YDL165W	YIL038C
YAL021C	YNR052C
YAL021C	YCR093W
YNR052C	YCR093W
YDL132W	YDR328C
YDR062W	YMR296C
YJL099W	YLR330W
YLR330W	YMR237W
YAL030W	YGR009C
YAL030W	YPL232W
YGR009C	YPL232W
YLL002W	YNL246W
YGL090W	YOR005C
YMR106C	YMR284W
YJL124C	YCR077C
YDL160C	YOL149W
YNL118C	YOL149W
YDL040C	YOR253W
YDL040C	YHR013C
YOR253W	YHR013C
YEL053C	YPR051W
YDL003W	YMR076C
YFL008W	YMR076C
YCL016C	YMR078C
YJL074C	YDR014W
YDL003W	YFL008W
YDL003W	YJL074C
YFL008W	YIL026C
YIL026C	YJL074C
YLR234W	YPL024W
YDL003W	YIL026C
YFL008W	YJL074C
YBL084C	YGL240W
YBL084C	YGL116W
YBL084C	YGL003C
YGL240W	YDL008W
YGL116W	YHR166C
YGL116W	YKL022C
YKL022C	YGL003C
YHR166C	YGL003C
YBL084C	YKL022C
YBL084C	YHR166C
YKL022C	YHR166C
YDL008W	YLR127C
YDR118W	YNL172W
YBL023C	YMR048W
YBL023C	YNL273W
YBR202W	YMR048W
YBL023C	YIL150C
YIL150C	YGL201C
YIL150C	YLR103C
YIL150C	YBR202W
YIL150C	YPR019W
YBL023C	YJL194W
YBL023C	YBR060C
YBL023C	YLL004W
YBL023C	YLR103C
YBL023C	YPR162C
YBL023C	YML065W
YBL023C	YNL261W
YBL023C	YJR046W
YJL194W	YBR060C
YJL194W	YBR202W
YJL194W	YEL032W
YJL194W	YGL201C
YJL194W	YPR162C
YJL194W	YLL004W
YJL194W	YML065W
YJL194W	YPR019W
YPR019W	YLR103C
YPR019W	YML065W
YPR019W	YBR060C
YPR019W	YNL261W
YPR019W	YPR162C
YBR060C	YLR274W
YBR060C	YEL032W
YBR060C	YBR202W
YBR060C	YGL201C
YLL004W	YBR202W
YLR103C	YBR202W
YLR103C	YEL032W
YLR103C	YGL201C
YPR162C	YGL201C
YPR162C	YBR202W
YPR162C	YEL032W
YPR162C	YLR274W
YGL201C	YML065W
YGL201C	YNL261W
YLR274W	YML065W
YML065W	YBR202W
YML065W	YEL032W
YBR202W	YNL261W
YEL032W	YNL261W
YBR060C	YLL004W
YBR060C	YML065W
YBR060C	YNL261W
YBR060C	YPR162C
YLL004W	YNL261W
YLL004W	YPR162C
YLL004W	YML065W
YPR162C	YML065W
YPR162C	YNL261W
YML065W	YNL261W
YBL023C	YPR019W
YBL023C	YGL201C
YBL023C	YLR274W
YBL023C	YBR202W
YBL023C	YEL032W
YPR019W	YEL032W
YPR019W	YLR274W
YGL201C	YEL032W
YGL201C	YLR274W
YLR274W	YBR202W
YLR274W	YEL032W
YBR202W	YEL032W
YLL039C	YDR177W
YDR092W	YLL039C
YDR510W	YDR390C
YPR180W	YDR510W
YDL064W	YDR510W
YDL064W	YDR390C
YDL064W	YPR180W
YDL064W	YDR409W
YPR180W	YDR390C
YJL029C	YDR027C
YGR261C	YPL195W
YGR261C	YJL024C
YPL195W	YJL024C
YDR323C	YGL095C
YGL095C	YOL018C
YMR197C	YGL212W
YMR197C	YOR106W
YMR197C	YOL018C
YDR484W	YJL029C
YPL259C	YPR029C
YPL259C	YLR170C
YPR029C	YHL019C
YLR115W	YKR002W
YDR301W	YKR002W
YMR061W	YKR002W
YPR107C	YKR002W
YJR093C	YKR002W
YDR228C	YOR250C
YAL043C	YLR277C
YAL043C	YLR115W
YLR277C	YLR115W
YLR277C	YDR301W
YLR277C	YKL059C
YLR277C	YPR107C
YLR115W	YDR301W
YLR115W	YPR107C
YLR115W	YNL317W
YDR301W	YNL317W
YDR301W	YMR061W
YDR301W	YPR107C
YDR301W	YJR093C
YNL317W	YPR107C
YNL317W	YJR093C
YMR061W	YJR093C
YPR107C	YJR093C
YMR061W	YGL044C
YBL050W	YBR080C
YLR396C	YDL077C
YMR231W	YDL077C
YDL077C	YDR080W
YBL078C	YNR007C
YBL078C	YNL223W
YOR014W	YDL134C
YAL016W	YOR014W
YOR014W	YDL188C
YML071C	YNL041C
YLR026C	YHL031C
YHL031C	YKL196C
YLR026C	YLR268W
YLR026C	YKL196C
YBL097W	YFR031C
YBL097W	YLR272C
YBL097W	YDR325W
YLR086W	YDR325W
YLR086W	YLR272C
YFR031C	YDR325W
YFR031C	YLR272C
YBL097W	YLR086W
YJR065C	YOR181W
YDL029W	YOR181W
YLR086W	YFR031C
YER070W	YJL026W
YJL026W	YGR180C
YBR114W	YJR052W
YEL037C	YER162C
YLR229C	YHL007C
YNL006W	YHR186C
YKL203C	YHR186C
YHR186C	YJR066W
YER093C	YJR066W
YDR166C	YER008C
YOR181W	YLR337C
YBR102C	YLR166C
YBR102C	YIL068C
YBR102C	YJL085W
YBR102C	YPR055W
YBR102C	YGL233W
YBR102C	YDR166C
YLR166C	YDR166C
YLR166C	YGL233W
YLR166C	YIL068C
YLR166C	YJL085W
YLR166C	YPR055W
YIL068C	YDR166C
YIL068C	YGL233W
YIL068C	YPR055W
YIL068C	YJL085W
YJL085W	YDR166C
YJL085W	YGL233W
YJL085W	YPR055W
YJL085W	YER008C
YPR055W	YDR166C
YPR055W	YGL233W
YGL233W	YDR166C
YNL271C	YLR319C
YBR234C	YJR065C
YBR234C	YDL029W
YNL271C	YOR122C
YLR423C	YPR185W
YGL123W	YBR189W
YFR050C	YDL097C
YFR050C	YDR427W
YIL075C	YDL097C
YIL075C	YDR363W-A
YIL075C	YDR427W
YFR050C	YIL075C
YDL097C	YDR427W
YFL007W	YFR050C
YGL246C	YOR048C
YAL043C	YOR179C
YAL043C	YNL222W
YPL065W	YLR417W
YCL008C	YPL065W
YCL008C	YLR119W
YBL035C	YKL045W
YBL035C	YIR008C
YIR008C	YNL102W
YPL065W	YMR077C
YJR102C	YMR077C
YPL065W	YLR119W
YBL035C	YNL102W
YJL030W	YGR188C
YGR188C	YOR026W
YJL030W	YGL086W
YJL030W	YJL013C
YJL030W	YOR026W
YOR026W	YJL013C
YGL190C	YDL134C
YDL188C	YGL190C
YAL016W	YDL188C
YAL016W	YGL190C
YAL016W	YDL134C
YDR086C	YER019C-A
YDR292C	YKL154W
YCL045C	YKL207W
YKL207W	YGL231C
YKL207W	YLL014W
YKL207W	YJR088C
YCL045C	YGL231C
YCL045C	YJR088C
YCL045C	YLL014W
YGL231C	YJR088C
YJR088C	YLL014W
YDR088C	YGR006W
YAL032C	YDR364C
YKR086W	YDR364C
YAL032C	YKR086W
YAL032C	YJR050W
YDL160C	YEL015W
YDL160C	YCR077C
YDR416W	YKL173W
YDR416W	YNR011C
YNR011C	YLL036C
YDL042C	YDR227W
YDR416W	YKL095W
YDR416W	YLL036C
YDR227W	YLR442C
YBR289W	YIL126W
YBR289W	YJL176C
YBR289W	YOR290C
YBR289W	YPR034W
YBR289W	YMR033W
YBR289W	YHL025W
YJL176C	YOR290C
YJL176C	YPR034W
YJL176C	YHL025W
YJL176C	YPL016W
YOR290C	YPL016W
YOR290C	YPR034W
YOR290C	YMR033W
YKR035W-A	YNL265C
YKR035W-A	YPR173C
YIL076W	YGL137W
YLR370C	YDL029W
YFL039C	YHR023W
YKL045W	YNL102W
YKR057W	YGR214W
YKR057W	YLR048W
YLR208W	YPL085W
YLR208W	YIL109C
YLR208W	YPR181C
YDL195W	YPR181C
YDL195W	YPL218W
YDL195W	YIL109C
YPR181C	YHR098C
YPR181C	YIL109C
YPR181C	YNL049C
YJL194W	YNL261W
YLR103C	YLR274W
YLR274W	YNL261W
YLR208W	YDL195W
YBR160W	YPR119W
YBR160W	YGR108W
YIL022W	YOR232W
YIL022W	YJR045C
YIL022W	YJL104W
YJL104W	YLR008C
YJR045C	YOR232W
YJL143W	YPL063W
YGR082W	YMR203W
YMR203W	YNL070W
YMR203W	YNL131W
YMR203W	YNL121C
YNL131W	YNL121C
YGR082W	YNL121C
YLR314C	YHR107C
YHR107C	YJR076C
YCR002C	YLR314C
YLR314C	YJR076C
YBR087W	YBR088C
YOL094C	YBR088C
YJR068W	YBR088C
YBR088C	YJR006W
YBR088C	YDL102W
YBR088C	YNL290W
YBR087W	YOL094C
YBR087W	YOR217W
YBR087W	YJR068W
YBR087W	YNL290W
YOL094C	YJR068W
YOL094C	YNL290W
YOL094C	YOR217W
YOR217W	YJR068W
YOR217W	YNL290W
YJR068W	YNL290W
YBR278W	YPR175W
YBR278W	YDR121W
YPR175W	YDR121W
YPR175W	YNL262W
YDR121W	YNL262W
YDR255C	YIL097W
YIL097W	YMR135C
YMR135C	YBR105C
YMR135C	YIL017C
YGL227W	YIL017C
YGR082W	YNL131W
YGR218W	YHR170W
YKL186C	YPL169C
YFL034C-B	YNL161W
YLR229C	YNL298W
YLR306W	YPR066W
YHR171W	YNR007C
YLR306W	YLR128W
YPR066W	YPL003W
YNR007C	YBR217W
YNR007C	YPL149W
YPL167C	YOR346W
YOR346W	YDR419W
YBR217W	YMR159C
YBR217W	YPL149W
YMR159C	YPL149W
YPL167C	YIL139C
YLR148W	YLR396C
YLR148W	YMR231W
YLR148W	YPL045W
YLR396C	YMR231W
YLR396C	YPL045W
YMR231W	YPL045W
YKR054C	YOR269W
YER016W	YFL037W
YKL190W	YML057W
YKL190W	YLR433C
YER171W	YLR005W
YER151C	YNR051C
YGR132C	YGR231C
YGL130W	YPL228W
YDR092W	YGL087C
YJR065C	YDL029W
YBL080C	YMR293C
YMR224C	YNL250W
YFL022C	YLR060W
YER148W	YNL039W
YER148W	YGR246C
YNL039W	YGR246C
YLR007W	YOL034W
YLR007W	YLR383W
YOL034W	YLR383W
YMR077C	YPR173C
YDR364C	YHR165C
YGL153W	YDR244W
YGL153W	YLR191W
YDR244W	YLR191W
YMR077C	YKL002W
YMR077C	YLR025W
YMR077C	YKL041W
YKL002W	YLR025W
YKL002W	YKL041W
YLR025W	YKL041W
YAR007C	YJL173C
YAR007C	YNL312W
YPR019W	YBR202W
YPR019W	YGL201C
YGL201C	YBR202W
YMR076C	YJL074C
YDR477W	YER027C
YKL173W	YER172C
YEL020W-A	YBR091C
YEL020W-A	YDL217C
YEL020W-A	YGR181W
YHR005C-A	YGR181W
YGR181W	YJR135W-A
YBR091C	YDL217C
YBR091C	YJL054W
YDL217C	YOR297C
YOR297C	YJL054W
YEL020W-A	YHR005C-A
YKR071C	YPR048W
YLR272C	YDR325W
YDR140W	YNR046W
YER145C	YMR058W
YIL034C	YKL007W
YKL045W	YIR008C
YJL194W	YLR274W
YJL194W	YJR046W
YDR477W	YGL115W
YMR060C	YNL026W
YNL131W	YNL070W
YMR223W	YPL047W
YBR111W-A	YPL047W
YHR005C	YOR212W
YOR212W	YJR086W
YBR279W	YOL145C
YLR418C	YOL145C
YKL173W	YGR091W
YHR165C	YGR091W
YEL003W	YLR200W
YEL003W	YNL153C
YEL003W	YML094W
YEL003W	YGR078C
YLR200W	YGR078C
YLR200W	YNL153C
YLR200W	YML094W
YNL153C	YML094W
YGR179C	YPL018W
YDL092W	YPL243W
YDL092W	YPR088C
YDL092W	YML105C
YPL243W	YML105C
YPL243W	YPL210C
YPL243W	YPR088C
YPR088C	YPL210C
YML105C	YPR088C
YLR378C	YOR254C
YLR378C	YPL094C
YOR254C	YPL094C
YOR254C	YBR171W
YBR171W	YLR292C
YDR086C	YER087C-B
YDR086C	YLR378C
YER087C-B	YLR378C
YML114C	YMR005W
YER171W	YIL143C
YHR111W	YIL008W
YIL103W	YKL191W
YKR084C	YNL001W
YDL235C	YLR006C
YDL100C	YOR164C
YOR164C	YOL111C
YGL211W	YNL119W
YJL115W	YLL002W
YCL017C	YER048W-A
YCL017C	YPL135W
YDL111C	YJL050W
YHR069C	YJL050W
YGR195W	YJL050W
YCR035C	YJL050W
YGR095C	YJL050W
YGR158C	YJL050W
YDL120W	YER048W-A
YER048W-A	YPL135W
YLR229C	YAL041W
YPR165W	YDL135C
YDL135C	YLR229C
YDL208W	YLR175W
YHR072W-A	YLR175W
YJR121W	YPR020W
YBL099W	YPR020W
YBR135W	YPL031C
YOL001W	YPL031C
YGR029W	YKL195W
YEL015W	YNL118C
YGR072W	YHR077C
YMR048W	YNL273W
YMR048W	YCL061C
YNL273W	YCL061C
YLR424W	YKR022C
YPL078C	YPR020W
YGR002C	YDR334W
YGR002C	YNL107W
YDR334W	YDR485C
YDR334W	YML041C
YHR089C	YLR175W
YGL213C	YLR398C
YGL213C	YPR189W
YLR398C	YPR189W
YJL115W	YML102W
YJL109C	YDR324C
YJL109C	YDR398W
YDR324C	YMR093W
YDR324C	YDR398W
YDR398W	YMR093W
YDR398W	YPL126W
YDR398W	YGR128C
YPR034W	YGR275W
YOR039W	YOR061W
YBR103W	YCR033W
YBR103W	YGL194C
YCR033W	YGL194C
YHR165C	YBL074C
YDL017W	YDR052C
YCR035C	YOR001W
YNL232W	YOR001W
YOL142W	YOR001W
YGR095C	YOR001W
YOR001W	YGR195W
YOR001W	YHR069C
YOR001W	YHR081W
YOR001W	YDL111C
YOR001W	YDR280W
YOR001W	YGR158C
YDL100C	YGL020C
YCR035C	YNL232W
YCR035C	YOL142W
YCR035C	YGR095C
YCR035C	YDL111C
YCR035C	YHR069C
YCR035C	YDR280W
YCR035C	YGR158C
YCR035C	YGR195W
YCR035C	YOL021C
YNL232W	YDL111C
YNL232W	YDR280W
